record_id,country,age,gender,marital,,,child_dependants,healthtype_3,healthtype_2,role,role_other,healthtype,screening_2,jobrole,,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
517,Uganda,39,Female,Married,,,2,Wakiso,public,Midwife,,maternity,daily,Fulltime,,Yes,No,Yes,No,Yes,Yes,disagree,agree,agree,somewhat agree,agree,strongly disagree,agree,agree,agree,disagree,agree,agree,agree,agree,strongly agree.,agree,agree,strongly agree.,agree,agree,most of the time,all of the time,all of the time,
518,Uganda,35,Female,Married,,,4,Wakiso,public,Allied health professional,Cloth mssk,Medical unit,more than one day per week,Fulltime,,No,No,Yes,No,Yes,Yes,agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,agree,strongly agree.,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,some of the time,more than half of the time,most of the time,
519,Uganda,29,Female,Married,,,1,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,No,Yes,Yes,somewhat agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
520,Uganda,27,Male,Married,,,4,Wakiso,public,Nurse,,Medical unit,daily,student,,Yes,No,Yes,Yes,Yes,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,NA,strongly disagree,strongly disagree,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
521,Uganda,30,Male,Prefer not to say,,,5+,Kitgum ,private,Other,,Other,NA,other,,Unsure,No,Yes,No,Yes,Not sure,strongly disagree,strongly disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,all of the time,all of the time,most of the time,
522,Uganda,52,Female,Married,,,5+,Wakiso,public,Midwife,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,Yes,disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,at no time,at no time,at no time,
523,Uganda,29,Female,Single (never married),,,None,Wakiso,public,Allied health professional,Data officer,Medical unit,NA,Fulltime,,No,No,No,No,Yes,Yes,agree,somewhat agree,strongly agree.,agree,agree,strongly disagree,strongly agree.,neither agree nor disagree,neither agree nor disagree,disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,disagree,strongly agree.,agree,all of the time,most of the time,most of the time,
524,Uganda,25,Female,Living with partner,,,1,wakiso,public,Allied health professional,Data officer,Medical unit,NA,Fulltime,,No,No,No,No,Yes,Yes,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly disagree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,more than half of the time,less than half of the time,less than half of the time,
525,Uganda,27,Male,Living with partner,,,None,Amuru,private,Allied health professional,Clinical officer,Medical unit,daily,Fulltime,,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,agree,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,agree,agree,agree,disagree,strongly agree.,agree,strongly agree.,agree,strongly agree.,strongly agree.,disagree,agree,disagree,more than half of the time,more than half of the time,most of the time,
526,Uganda,30,Male,Prefer not to say,,,Prefer not to say,Wakiso,public,Other,,Medical unit,daily,Fulltime,,Unsure,No,Yes,No,Yes,Yes,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,neither agree nor disagree,agree,agree,neither agree nor disagree,strongly disagree,neither agree nor disagree,agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,agree,somewhat agree,less than half of the time,some of the time,some of the time,
527,Uganda,27,Female,Single (never married),,,1,Wakiso,public,Allied health professional,Data officer,Medical unit,daily,student,,No,No,No,No,Yes,No,disagree,agree,agree,somewhat agree,strongly agree.,disagree,strongly agree.,agree,strongly disagree,strongly disagree,strongly disagree,agree,somewhat agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
528,Uganda,27,Female,Living with partner,,,2,Wakiso,public,Allied health professional,Records officer,Medical unit,NA,Fulltime,,No,No,No,No,Yes,Yes,somewhat disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat disagree,somewhat disagree,more than half of the time,most of the time,all of the time,
529,Uganda,52,Female,Married,,,5+,Wakiso,public,Midwife,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,Yes,disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,at no time,at no time,at no time,
530,Uganda,17,Female,Single (never married),,,Prefer not to say,wakiso,public,Allied health professional,data entry,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,agree,somewhat agree,disagree,strongly disagree,disagree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
531,Uganda,45,Male,Married,,,3,Wakiso,public,Social worker/counsellor,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,Yes,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,most of the time,all of the time,
532,Uganda,27,Female,Living with partner,,,2,Wakiso,public,Social worker/counsellor,,Medical unit,daily,Fulltime,,No,NA,Yes,Yes,Yes,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,agree,strongly disagree,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
533,Uganda,31,Female,Single (never married),,,None,WAKIS0,public,Social worker/counsellor,,intensive care,daily,student,,Yes,Yes,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat agree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
534,Uganda,45,Female,Married,,,4,Wakiso,public,Nurse,,Medical unit,daily,Fulltime,,No,Yes,No,No,Yes,Yes,somewhat agree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,somewhat agree,disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,all of the time,all of the time,
535,Uganda,34,Female,Married,,,3,Wakiso,public,Other,,Palliative Care,daily,casual or locum staff,,Yes,No,Yes,Yes,Yes,Yes,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,all of the time,all of the time,all of the time,
536,Uganda,23,Male,Single (never married),,,3,wakiso ,public,Allied health professional,clinician,Medical unit,NA,student,,No,Unsure,No,No,Yes,Not sure,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,somewhat agree,neither agree nor disagree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,more than half of the time,more than half of the time,more than half of the time,
537,Uganda,18,Female,Single (never married),,,None,wakiso ,public,Allied health professional,peer educator,Medical unit,daily,Fulltime,,No,No,Unsure,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly disagree,all of the time,all of the time,all of the time,
538,Uganda,49,Female,Married,,,2,Wakaiso,public,Allied health professional,Health inspector,Medical unit,daily,Fulltime,,Yes,No,No,No,Not sure,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
539,Uganda,27,Female,Living with partner,,,2,Wakiso,public,Allied health professional,Records officer,Medical unit,NA,Fulltime,,No,No,Yes,No,No,No,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,somewhat disagree,strongly disagree,strongly agree.,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,most of the time,all of the time,all of the time,
540,Uganda,49,Female,Married,,,2,Wakaiso,public,Allied health professional,,Medical unit,daily,Fulltime,,Yes,No,No,No,Not sure,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
541,Uganda,25,Male,Single (never married),,,None,Wakiso,public,Allied health professional,Data officer,Palliative Care,NA,Fulltime,,No,No,Yes,No,Yes,Yes,strongly disagree,strongly disagree,agree,strongly disagree,strongly agree.,agree,strongly agree.,somewhat agree,disagree,strongly disagree,disagree,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,all of the time,all of the time,
542,Uganda,25,Female,Single (never married),,,None,Wakiso,public,Social worker/counsellor,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,NA,strongly agree.,strongly agree.,agree,agree,all of the time,all of the time,all of the time,
543,Uganda,27,Female,Married,,,3,Wakiso,public,Allied health professional,Medical laboratory technician,surgical,daily,Fulltime,,No,No,Yes,Yes,Yes,Yes,agree,agree,agree,neither agree nor disagree,agree,somewhat agree,agree,somewhat agree,somewhat agree,disagree,disagree,somewhat disagree,agree,agree,agree,agree,agree,somewhat disagree,neither agree nor disagree,neither agree nor disagree,some of the time,some of the time,some of the time,
544,Uganda,38,Male,Single (never married),,,None,kajansi,public,Allied health professional,data officer,Other,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,somewhat disagree,strongly disagree,somewhat disagree,all of the time,most of the time,most of the time,
545,Uganda,35,Female,Married,,,2,wakiso,public,Social worker/counsellor,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,all of the time,all of the time,
546,Uganda,26,Female,Single (never married),,,None,Wakiso,public,Nurse,,maternity,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,agree,somewhat agree,agree,agree,strongly agree.,strongly disagree,strongly agree.,agree,agree,agree,somewhat agree,strongly agree.,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,agree,all of the time,all of the time,all of the time,
547,Uganda,54,Female,Married,,,3,Wakiso,public,Dentist,,Medical unit,daily,Fulltime,,No,Yes,No,Yes,Yes,NA,NA,NA,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree,neither agree nor disagree,NA,NA,more than half of the time,
548,Uganda,30,Female,Living with partner,,,Prefer not to say,Wakiso,public,Social worker/counsellor,,Other,daily,Fulltime,,No,No,Yes,No,Yes,No,agree,agree,agree,agree,agree,disagree,strongly agree.,agree,agree,disagree,agree,agree,strongly agree.,agree,agree,agree,agree,agree,agree,agree,at no time,all of the time,most of the time,
549,Uganda,35,Female,Single (never married),,,3,Wakiso,public,Social worker/counsellor,,Other,daily,Fulltime,,No,No,No,No,No,No,somewhat agree,strongly agree.,strongly agree.,somewhat agree,agree,strongly agree.,strongly agree.,agree,somewhat agree,strongly disagree,agree,disagree,agree,strongly agree.,agree,strongly agree.,strongly agree.,somewhat agree,somewhat agree,agree,at no time,most of the time,most of the time,
550,Uganda,28,Male,Living with partner,,,2,Gulu,public,Allied health professional,Mlt,Laboratory,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,most of the time,most of the time,most of the time,
551,Uganda,21,Female,Single (never married),,,1,Wakiso,public,Allied health professional,Clinician,Medical unit,daily,student,,No,No,Yes,No,Yes,No,disagree,agree,agree,agree,agree,disagree,strongly agree.,somewhat agree,disagree,strongly disagree,disagree,disagree,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,somewhat agree,disagree,agree,somewhat agree,at no time,most of the time,most of the time,
