record_id,age,gender,role,role_other,healthtype,healthtype_2,healthtype_3,screening,screening_2,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
649,34,Male,Administrative,,Medical unit,private,Kampala ,Yes,daily,Fulltime,Married,2,Yes,No,No,Yes,No,Yes,Yes,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,some of the time,some of the time,some of the time,
650,28,Female,Other,,Other,private,Kampala,Yes,daily,Fulltime,Married,1,no,No,No,Unsure,No,Yes,Yes,neither agree nor disagree,somewhat agree,agree,somewhat agree,strongly agree.,strongly disagree,strongly agree.,agree,somewhat agree,strongly disagree,neither agree nor disagree,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,somewhat disagree,agree,some of the time,most of the time,most of the time,
651,28,Female,Other,,Other,private,Kampala,Yes,daily,Fulltime,Married,1,no,No,No,Unsure,No,Yes,Yes,neither agree nor disagree,somewhat agree,agree,somewhat agree,strongly agree.,strongly disagree,strongly agree.,agree,somewhat agree,strongly disagree,neither agree nor disagree,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,somewhat disagree,agree,some of the time,most of the time,most of the time,
652,34,Male,Administrative,,Medical unit,private,Kampala ,Yes,daily,Fulltime,Married,2,Yes,No,No,Yes,No,Yes,Yes,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,some of the time,some of the time,some of the time,
653,32,Female,Dentist,,Medical unit,private,Kampala,Yes,daily,Fulltime,Married,4,no,No,No,Unsure,No,No,No,agree,agree,agree,somewhat disagree,agree,strongly disagree,strongly agree.,strongly agree.,disagree,strongly disagree,agree,strongly agree.,agree,NA,strongly agree.,agree,agree,agree,agree,agree,at no time,at no time,all of the time,
654,28,Female,Other,,Other,private,Kampala,Yes,daily,Fulltime,Married,1,no,No,No,Unsure,No,Yes,Yes,neither agree nor disagree,somewhat agree,agree,somewhat agree,strongly agree.,strongly disagree,strongly agree.,agree,somewhat agree,strongly disagree,neither agree nor disagree,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,somewhat disagree,agree,some of the time,most of the time,most of the time,
655,28,Female,Other,,Other,private,Kampala,Yes,daily,Fulltime,Married,1,no,No,No,Unsure,No,Yes,Yes,neither agree nor disagree,somewhat agree,agree,somewhat agree,strongly agree.,strongly disagree,strongly agree.,agree,somewhat agree,strongly disagree,neither agree nor disagree,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,somewhat disagree,agree,some of the time,most of the time,most of the time,
656,26,Female,Midwife,,Medical unit,private,KAMPALA,Yes,daily,Fulltime,Married,2,Yes,No,No,Yes,No,Yes,Yes,neither agree nor disagree,strongly disagree,strongly disagree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,neither agree nor disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,NA,strongly disagree,strongly disagree,neither agree nor disagree,strongly disagree,strongly disagree,less than half of the time,all of the time,all of the time,
657,30,Male,Medical doctor,,Medical unit,private,kampala,Yes,daily,Fulltime,Single (never married),None,Yes,No,No,Yes,Yes,Yes,Yes,somewhat disagree,agree,neither agree nor disagree,somewhat disagree,agree,somewhat disagree,strongly agree.,somewhat disagree,disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,strongly agree.,strongly agree.,somewhat disagree,agree,somewhat agree,at no time,most of the time,most of the time,
658,35,Female,Other,,Medical unit,public,Kampala ,Yes,daily,other,Married,2,Yes,Yes,No,Yes,No,Yes,Yes,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,agree,agree,agree,strongly disagree,strongly disagree,strongly agree.,at no time,at no time,some of the time,
659,62,Female,Midwife,,Medical unit,private,Kampala,Yes,daily,Fulltime,Prefer not to say,4,Yes,Yes,Yes,NA,NA,Yes,NA,strongly agree.,strongly agree.,agree,agree,agree,agree,somewhat agree,strongly agree.,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,agree,agree,most of the time,all of the time,all of the time,
660,24,Male,Allied health professional,,Laboratory,private,Kampala ,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,agree,somewhat disagree,more than half of the time,all of the time,all of the time,
661,24,Male,Allied health professional,Laboratory technician ,intensive care,private,Kampala ,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,agree,somewhat disagree,more than half of the time,all of the time,all of the time,
662,33,Male,Other,,Ambulance,private,kampala,Yes,daily,Fulltime,Married,2,Yes,No,No,Yes,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,disagree,strongly agree.,somewhat agree,strongly agree.,strongly disagree,disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,at no time,some of the time,at no time,
663,25,Female,Allied health professional,Data manager,Medical unit,private,Kampala,No,NA,Fulltime,Single (never married),5+,no,No,No,Yes,No,Yes,Yes,agree,agree,agree,strongly agree.,strongly agree.,disagree,agree,agree,agree,strongly disagree,agree,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,somewhat agree,agree,strongly agree.,less than half of the time,all of the time,all of the time,
664,30,Female,Midwife,,Medical unit,private,KAMPALA,Yes,daily,Fulltime,Married,3,Yes,Yes,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,agree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,most of the time,all of the time,all of the time,
665,30,Female,Administrative,,Other,private,KAMPALA ,Yes,daily,Fulltime,Married,Prefer not to say,no,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,all of the time,most of the time,most of the time,
666,29,Female,Social worker/counsellor,,Medical unit,private,Kampala,Yes,daily,Fulltime,Married,1,NA,No,No,No,No,No,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,NA,
667,41,Female,Social worker/counsellor,,Medical unit,private,Kampala,Yes,daily,Fulltime,Married,4,no,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,less than half of the time,less than half of the time,less than half of the time,
668,23,Female,Other,,Medical unit,public,Kampala,Yes,daily,other,Single (never married),Prefer not to say,no,Yes,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,disagree,strongly agree.,agree,agree,agree,somewhat disagree,agree,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,some of the time,all of the time,all of the time,
669,28,Male,Allied health professional,None,Laboratory,private,Kitgum ,No,NA,Fulltime,Single (never married),None,no,No,No,No,No,Yes,Yes,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,more than half of the time,all of the time,all of the time,
670,25,Female,Midwife,,maternity,private,Gulu,Yes,daily,Fulltime,Married,1,Yes,No,No,Yes,No,Yes,Yes,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,agree,all of the time,all of the time,all of the time,
671,25,Female,Midwife,,maternity,private,Gulu,Yes,daily,Fulltime,Married,1,Yes,No,No,Yes,No,Yes,Yes,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,agree,all of the time,all of the time,all of the time,
672,32,Male,Nurse,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,2,no,NA,No,No,NA,Yes,Yes,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,more than half of the time,more than half of the time,more than half of the time,
673,28,Female,Nurse,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Living with partner,1,no,No,No,No,No,Yes,Yes,somewhat agree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,most of the time,most of the time,most of the time,
674,32,Male,Administrative,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,3,Yes,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
675,26,Female,Allied health professional,Pharmacy Technician,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,1,Yes,Yes,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
676,26,Male,Administrative,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Single (never married),None,no,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,all of the time,all of the time,all of the time,
677,26,Male,Administrative,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,2,no,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
678,20,Male,Administrative,,Medical unit,private,Wakiso,Yes,daily,Fulltime,Married,1,no,Yes,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
679,39,Female,Other,,Other,private,Kampala ,Yes,daily,part time,Prefer not to say,Prefer not to say,Yes,No,No,Yes,No,Yes,Yes,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,agree,at no time,at no time,at no time,
680,45,Male,Other,,Other,private,Kampala,Yes,daily,Fulltime,Living with partner,4,no,Yes,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,most of the time,most of the time,most of the time,
681,29,Male,Medical doctor,,Medical unit,private,Kampala ,Yes,daily,Fulltime,Single (never married),Prefer not to say,Yes,No,Yes,Yes,Yes,Yes,Yes,agree,agree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,agree,strongly agree.,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,most of the time,most of the time,all of the time,
682,35,Male,Other,,Other,private,Kampala,Yes,daily,Fulltime,Married,4,Yes,No,No,Yes,Yes,Yes,Yes,neither agree nor disagree,strongly agree.,neither agree nor disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,neither agree nor disagree,strongly disagree,somewhat disagree,NA,agree,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,most of the time,most of the time,most of the time,
683,28,Female,Other,,Laboratory,private,kampala,Yes,daily,Fulltime,Single (never married),None,no,Yes,No,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
684,33,Male,Dentist,,Medical unit,private,Kampala,Yes,daily,Fulltime,Single (never married),1,no,No,No,Unsure,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,more than half of the time,more than half of the time,most of the time,
685,30,Female,Social worker/counsellor,,Palliative Care,private,Kampal,Yes,daily,Fulltime,Married,1,no,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
686,40,Male,Social worker/counsellor,,intensive care,public,Kampala,Yes,daily,Fulltime,Married,4,Yes,Yes,Yes,No,No,Yes,Yes,agree,strongly agree.,strongly agree.,NA,strongly agree.,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,some of the time,some of the time,some of the time,
