,d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,d_aware_novel,d_getting_infected,d_contacting_coronavirus,d_consider_yourself,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,b_manage,b_honest_manage,b_dir_interest
1399,NA,Yes,Yes,Yaounde,40,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),4,Allied health professionals,Infectious Disease Ward,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[3],[4],[2],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1400,NA,Yes,Yes,Yaounde,25,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Nurse,Disease Control,Almost every day of the month,Fulltime,< 1 year,Yes,[4],[4],[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1401,NA,Yes,Yes,Yaounde,24,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Physician Assistant,Other,Never,Long-Term Contract (>12mths),< 1 year,Yes,[4],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1402,NA,Yes,Yes,Yaounde,30,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Maternity,Almost every day of the month,Fulltime,< 1 year,Yes,[4],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1403,NA,Yes,Yes,Yaounde,33,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),1,Nurse,Maternity,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[4],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1404,Yes,Yes,Yes,Yaounde,26,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living alone,3,Health Assistants,Outpatient department,Almost every day of the month,Short-term contract (< 13mths),< 1 year,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1405,Yes,Yes,Yes,Yaounde,23,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Voluntary,< 1 year,Yes,[4],[4],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree
1406,Yes,Yes,Yes,Yaounde,18,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),2,Health Assistants,Medical Unit,Almost every day of the month,Voluntary,< 1 year,Yes,[4],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree
1407,Yes,Yes,Yes,Yaounde,24,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),More than 5,Midwife,Medical Unit,Almost every day of the month,Voluntary,< 1 year,Yes,[3],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree
1408,Yes,Yes,Yes,Yaounde,30,Female,First University Degree,Lucrative private health Facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Fulltime,< 1 year,Yes,[6],[6],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
1409,Yes,Yes,Yes,Yaounde,30,Male,Masters,Lucrative private health Facility,Living alone,3,Medical Doctor,Medical Unit,No more than three days during each week,Part time,2 to 5  years,Yes,[6],[6],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
1410,Yes,Yes,Yes,Yaounde,30,Female,High School Diploma,Lucrative private health Facility,Living alone,4,Health Assistants,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1411,Yes,Yes,Yes,Yaounde,25,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Medical Unit,No more than three days during each week,Long-Term Contract (>12mths),2 to 5  years,Yes,[3],[3],[7] Extremely likely,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,NA,NA,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1412,Yes,Yes,Yes,Yaounde,30,Female,High School Diploma,Unlucrative private Health facility,Living alone,2,Nurse,Medical Unit,Just about one day during each week,Fulltime,2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree
1413,Yes,Yes,Yes,Douala,31,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse Assistant Clinical,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[3],[2],[2],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
1414,Yes,Yes,Yes,Douala,28,Male,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),1,Pharmacist,Matches the job that you do Surgical Unit,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,[7] Extremely likely,[5],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree
1415,Yes,Yes,Yes,Douala,28,Male,Masters,Lucrative private health Facility,Living alone,1,Medical Doctor,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[5],Yes,Yes,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1416,Yes,Yes,Yes,Douala,26,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Short-term contract (< 13mths),< 1 year,Yes,[7] Extremely likely,[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1417,Yes,Yes,Yes,Douala,60,Male,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1418,Yes,Yes,Yes,Douala,27,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree
1419,Yes,Yes,Yes,Douala,30,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree
1420,Yes,Yes,Yes,Douala,33,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Nurse,Medical Unit,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,[7] Extremely likely,[5],[4],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree
1421,Yes,Yes,Yes,Douala,28,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[2],[2],[6],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
1422,Yes,Yes,Yes,Douala,31,Female,First University Degree,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,No more than three days during each week,Long-Term Contract (>12mths),2 to 5  years,Yes,[2],[2],[3],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
1423,Yes,Yes,Yes,Douala,21,Female,Masters,Lucrative private health Facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Casual or locum staff,< 1 year,Yes,[4],[4],[2],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
1424,Yes,Yes,Yes,Douala,20,Female,First University Degree,Lucrative private health Facility,Living alone,1,Midwife,Reproductive and child Health,Almost every day of the month,Casual or locum staff,2 to 5  years,Yes,[4],[4],[4],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree
1425,Yes,Yes,Yes,Douala,23,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[2],[2],[2],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
1426,Yes,Yes,Yes,Douala,40,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Separated/ Divorced/ Widowed,2,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1427,Yes,Yes,Yes,Douala,21,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[4],[4],[4],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1428,Yes,Yes,Yes,Douala,40,NA,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,Yes,[7] Extremely likely,[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
1429,Yes,Yes,Yes,Douala,26,Female,First University Degree,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Fulltime,6 to 10 years,Yes,[4],[4],NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree
1430,Yes,Yes,Yes,Douala,23,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[4],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
