record_id,d_carer_b,consent,willing,d_age_i,gender,d_marital_c_u,d_edu_c_o,d_educ_other,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,s_alcohol_c_o,r_n95_c_o,r_surg_mask_c_o,r_fluid_gown_c_o,r_disp_apron_c_o,r_disp_gloves_c_o,r_full_suit_c_o,r_eye_prot_c_o,w_cheer_c_o,w_calm_c_o,w_active_c_o,w_rested_c_o,w_interest_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,e_c19_exp_c_o,e_risk_assess_c_o,e_risk_level_b,e_did_isolate_b,e_isolate_days_ch,e_exp_loc_c_u,e_c19_test_b,e_test_results_c_o,e_pos_mgmt_c_u
4025,1,1,1,34,2,2,5,postgraduate membership ,2,2,2,1,3,1,6,9,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,0,2,-1,4,2,3,2,3,4,2,2,2,2,2,1,2,1,1,1,1,1,1,1,14,1,1,0,
3739,1,1,1,48,2,2,6,,4,2,2,1,2,1,6,20,0,0,1,1,2,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,-2,2,2,1,2,2,0,1,2,0,1,1,-2,2,0,3,2,3,2,3,4,2,2,2,2,2,1,1,2,0,1,1,1,2,,,1,1,0,
887,1,1,1,27,2,1,4,,0,7,8,3,12,2,0,3,0,0,1,0,,,,,,,,,,,,0,0,0,-1,1,1,1,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,4,2,3,2,3,4,2,2,2,1,2,2,2,0,0,0,2,,,,,,0,,
2012,1,1,1,33,,1,3,,0,6,4,9,11,1,4,3,1,0,1,0,,,,,,,,,,,,1,1,2,2,2,2,1,2,-1,2,1,1,1,2,1,2,2,2,1,2,-1,2,2,4,2,3,2,3,4,2,2,2,1,2,2,1,1,1,1,2,,,,,,1,0,
3352,1,1,1,46,2,2,5,,3,7,3,1,9,4,6,15,1,1,1,0,,,,,,,,,,,,-1,1,2,1,2,2,2,2,1,2,1,0,1,1,1,1,2,1,2,1,-1,2,1,4,2,3,2,3,4,2,2,1,2,1,1,2,2,1,1,3,,,,,,0,,
3482,1,1,1,29,2,2,4,,0,10,4,1,6,1,6,4,0,0,1,1,1,,,,,,,,,,,2,1,1,1,1,2,2,1,0,2,2,1,2,1,1,2,2,2,1,2,1,2,1,4,2,3,2,3,4,2,2,1,2,1,1,2,1,1,1,1,1,1,0,,1,1,0,
731,1,1,1,38,2,2,4,,2,7,2,2,2,1,6,20,1,1,1,1,3,,,,,,,,,,,2,2,2,2,2,2,1,0,-1,2,0,0,2,0,0,2,2,2,2,2,-2,-2,-2,2,2,3,2,3,4,2,2,1,1,1,1,2,2,0,1,1,0,,,,1,1,1,3
1136,1,1,1,27,2,1,4,,0,6,8,3,12,1,2,4,1,0,0,0,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,3,2,3,2,3,4,2,2,0,1,1,2,1,-1,-1,0,3,,,,,,0,,
1970,1,1,1,33,,2,3,Diploma,2,6,4,9,11,1,4,6,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,2,1,2,2,2,2,2,-2,2,2,4,2,3,2,3,4,2,,3,2,2,2,1,1,1,1,2,,,,,,1,0,
1906,1,1,1,27,,2,3,,2,6,6,4,2,1,6,1,0,0,1,0,,,,,,,,,,,,2,1,2,1,1,2,2,2,-1,2,1,-2,2,2,0,1,1,1,2,2,-1,1,-1,3,2,3,2,3,4,0,4,2,2,2,1,1,1,-1,1,3,,,,,,1,0,
2444,1,1,1,27,2,2,4,,0,9,2,1,4,1,4,3,2,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,-1,2,2,1,2,0,1,0,2,2,0,-1,-1,1,-1,4,2,3,2,3,4,0,3,3,3,2,2,1,1,-1,-1,1,0,,,,1,1,0,
71,1,1,1,33,,2,3,,2,2,1,4,3,1,6,,1,1,1,0,,,,,,,,,,,,1,1,1,0,-1,-1,1,0,0,2,1,0,1,0,-1,1,1,0,2,1,0,0,0,3,2,3,2,3,4,0,3,1,2,2,2,2,1,0,0,,,,,,,1,1,3
4122,1,1,1,30,2,2,5,,2,7,7,1,7,1,2,5,0,0,1,0,,,,,,,,,,,,1,1,0,-1,-2,1,1,0,1,2,1,1,-2,1,-1,1,2,1,-2,-2,-2,0,1,4,2,3,2,3,4,0,2,3,3,3,2,2,1,1,2,3,,,,,,0,,
1909,1,1,1,34,,2,4,,0,6,6,4,7,2,6,11,0,0,1,1,2,0,1,1,1,0,1,0,1,1,1,1,0,2,2,2,1,2,2,1,2,2,1,1,2,0,2,2,2,1,1,1,1,1,4,2,3,2,3,4,0,2,2,3,3,2,1,2,1,0,2,,,,,,1,,
770,1,1,1,60,2,2,6,,2,13,4,1,2,1,6,36,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,-1,2,1,3,2,3,2,3,4,0,2,2,2,2,2,2,2,1,1,2,,,,,,0,,
113,1,1,1,50,2,0,4,,4,5,2,9,13,1,6,25,0,0,1,1,1,,,,,,,,,,,1,1,1,2,2,2,1,1,1,2,1,-1,2,1,1,2,2,2,1,2,-1,2,1,4,2,3,2,3,4,0,2,2,2,2,2,1,1,-1,0,2,,,,,,1,0,
1628,1,1,1,28,,1,4,Tertiary,1,2,4,9,7,1,6,4,0,0,1,0,,,,,,,,,,,,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,1,3,2,3,2,3,3,3,3,3,3,3,3,3,2,1,1,2,,,,,,0,,
1242,1,1,1,30,,2,3,,4,7,,9,9,1,6,4,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,2,2,1,1,1,2,1,1,-1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,3,2,3,2,3,3,3,3,2,2,2,3,2,-1,1,1,1,1,2,,,1,0,,
3679,1,1,1,27,1,0,4,,0,14,5,2,7,1,0,4,0,0,1,0,,,,,,,,,,,,-2,-2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,4,2,3,2,3,3,3,3,2,2,2,1,0,-2,2,2,1,0,,,,1,0,,
2936,1,1,1,37,2,2,5,MGCS,3,13,3,1,4,1,6,11,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,1,1,1,1,1,2,1,2,2,0,1,2,4,2,3,2,3,3,3,3,2,2,1,2,2,2,1,1,1,1,2,,,1,1,,
3648,1,1,1,41,2,2,5,Fellowship West African College of Surgeons,4,9,2,1,2,1,6,13,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,-1,-1,0,0,0,-2,2,1,0,1,1,0,1,1,0,1,-1,2,2,3,2,3,3,3,2,2,2,2,2,2,1,0,1,1,0,,,,1,0,,
2501,1,1,1,35,2,2,5,,5,7,2,1,1,2,6,10,1,1,1,1,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3,2,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,,
3531,1,1,1,34,1,2,4,,4,7,1,1,1,1,2,8,0,0,1,1,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,-1,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,3,,,,,,1,0,
3526,1,1,1,34,1,2,5,,4,7,1,1,1,1,2,8,0,0,1,1,1,,,,,,,,,,,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,-1,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,3,,,,,,1,0,
4290,1,1,1,30,1,0,5,,0,7,8,1,1,2,0,5,0,0,2,0,,,,,,,,,,,,0,-1,-1,-2,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,1,-1,0,-1,3,2,3,2,3,3,2,3,2,2,2,2,2,1,1,1,3,,,,,,0,,
2112,1,1,1,40,,2,5,,2,7,1,3,12,1,6,10,0,0,1,1,2,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,3,2,3,2,3,3,2,3,2,2,2,2,2,1,1,1,1,0,,,,1,1,0,
635,1,1,1,32,2,2,4,,2,9,3,2,7,2,6,10,0,0,1,1,3,,,,,,,,,,,-1,-1,-2,-2,-2,1,0,1,-2,2,0,0,0,-1,-1,-1,2,0,2,2,1,2,2,2,2,3,2,3,3,2,3,2,2,2,2,1,-1,0,0,1,0,,,,3,0,,
4169,1,1,1,41,2,2,5,,5,14,5,2,7,1,2,16,1,1,1,1,1,,,,,,,,,,,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,0,1,1,3,2,3,2,3,3,2,3,2,2,2,1,2,1,1,1,1,1,1,,,,0,,
4513,1,1,1,29,1,2,2,,2,5,5,7,7,1,6,1,1,2,1,1,1,,,,,,,,,,,0,0,1,1,-1,0,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,0,1,0,-1,3,2,3,2,3,3,2,3,2,2,2,1,1,0,0,0,3,,,,,,0,,
1843,1,1,1,23,,1,4,,1,2,5,2,7,4,,1,1,0,0,1,1,,,,,,,,,,,0,0,-1,-1,1,1,0,-1,0,-1,-2,0,-2,0,-2,-1,0,-1,-1,-2,-2,0,-1,2,2,3,2,3,3,2,3,2,1,1,2,2,0,0,,2,,,,,,0,,
1397,1,1,1,31,2,1,5,,2,2,7,3,7,2,5,5,1,0,0,0,,,,,,,,,,,,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,0,1,-1,-1,0,0,0,0,3,2,3,2,3,3,2,3,2,1,1,2,1,0,-1,0,2,,,,,,0,,
1517,1,1,1,32,,2,4,,2,7,2,3,12,1,6,7,1,2,1,1,3,,,,,,,,,,,1,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,2,0,1,1,0,2,-1,3,2,3,2,3,3,2,3,1,2,1,1,1,0,0,0,3,,,,,,0,,
4005,1,1,1,33,2,0,4,,3,10,5,2,1,1,0,3,0,0,1,0,,,,,,,,,,,,-1,-1,1,1,-1,1,2,2,-2,2,-1,-1,1,1,1,2,2,2,2,2,-2,1,0,3,2,3,2,3,3,2,2,3,3,2,2,2,0,0,0,,,,,,,0,,
3695,1,1,1,31,1,1,3,,0,6,4,4,1,1,6,4,0,0,1,0,,,,,,,,,,,,2,2,2,-1,-1,1,1,2,1,2,2,1,2,1,0,1,2,1,1,1,-1,1,1,3,2,3,2,3,3,2,2,3,2,3,2,3,1,2,2,2,,,,,,0,,
2867,1,1,1,32,1,2,,,3,,4,7,7,2,0,8,1,1,1,1,3,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,2,1,0,1,1,1,2,2,2,1,-2,1,2,3,2,3,2,3,3,2,2,2,2,2,2,2,1,1,1,2,,,,,,0,,
2814,1,1,1,35,1,2,5,Membership in GCS,3,6,4,1,2,5,6,10,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,2,1,2,-1,2,1,1,1,2,1,1,2,1,2,2,0,-2,-1,4,2,3,2,3,3,2,2,2,2,2,2,1,1,0,1,2,,,,,,0,,
4419,1,1,1,47,2,2,6,,4,2,2,1,2,1,6,20,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,2,1,2,2,-1,1,0,0,0,2,1,1,1,-1,1,-1,3,2,3,2,3,3,2,2,2,2,2,2,1,1,0,0,1,1,2,,,1,1,0,
2455,1,1,1,44,1,2,5,,1,2,2,1,3,1,6,17,0,1,1,1,1,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2,0,-1,1,1,0,0,1,1,2,2,0,0,-1,3,2,3,2,3,3,2,2,2,2,2,2,1,1,-2,-1,1,1,2,,,1,1,-1,
166,1,1,1,33,2,2,4,,2,7,2,1,2,1,6,9,0,0,1,0,,,,,,,,,,,,1,1,0,-1,-2,-1,0,1,1,2,1,-1,2,2,1,0,2,1,1,2,0,2,1,3,2,3,2,3,3,2,2,2,2,1,2,1,2,0,0,3,,,,,,0,,
4161,1,1,1,29,1,0,4,Mbchb ,1,6,4,1,1,2,2,3,0,0,1,1,1,,,,,,,,,,,2,1,2,2,1,1,2,2,2,2,2,0,2,1,0,1,2,2,1,1,0,1,1,4,2,3,2,3,3,2,2,1,2,2,2,2,1,1,0,1,,,,,,1,-1,
3338,1,1,1,28,2,1,3,,0,4,5,2,7,1,6,1,0,0,0,0,,,,,,,,,,,,-2,-2,2,2,2,2,2,2,-2,2,2,1,-2,2,2,2,2,2,1,1,-2,2,1,3,2,3,2,3,3,0,3,3,3,3,3,2,-2,1,2,2,,,,,,0,,
3686,1,1,1,27,2,1,4,,0,7,6,4,1,1,6,3,1,1,1,1,1,,,,,,,,,,,-1,-1,2,1,0,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,3,2,3,2,3,3,0,2,2,3,2,1,2,0,1,1,3,,,,,,0,,
2976,1,1,1,33,1,2,4,,2,2,6,1,6,1,6,6,0,0,1,0,,,,,,,,,,,,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,2,2,-1,1,-1,3,2,3,2,3,3,0,2,2,2,2,2,2,-1,1,1,2,,,,,,0,,
508,1,1,1,34,1,0,4,,1,7,4,1,6,1,6,10,0,0,1,0,,,,,,,,,,,,-1,-2,-2,-1,0,1,1,0,0,2,0,1,-2,-2,0,0,1,0,1,1,2,-1,0,3,2,3,2,3,3,0,2,1,1,2,1,2,-1,-1,0,2,,,,,,0,,
323,1,1,1,27,2,1,4,,0,7,7,9,13,5,4,4,2,0,2,1,1,,,,,,,,,,,1,1,0,0,1,2,2,2,2,2,1,-1,2,1,-1,2,2,2,2,2,2,2,1,4,2,3,2,3,2,2,2,3,3,3,3,1,-1,0,1,3,,,,,,0,,
613,1,1,1,31,2,0,3,,3,2,2,4,7,1,6,4,2,0,1,1,2,0,0,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,0,1,1,4,2,3,2,2,4,4,2,2,1,2,0,2,2,1,1,3,,,,,,1,0,
1309,1,1,1,28,2,1,4,,0,2,6,9,10,1,6,2,0,0,1,0,,,,,,,,,,,,-1,-2,2,2,2,2,2,2,-1,2,2,2,1,2,-2,2,2,1,2,2,2,0,-2,4,2,3,2,2,4,3,4,2,3,3,2,3,-2,1,2,1,1,1,1,14,1,1,0,
301,1,1,1,43,2,2,5,,3,7,4,9,11,1,6,22,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,0,1,1,4,2,3,2,2,4,3,3,2,2,2,1,2,1,1,1,1,0,,,,3,1,0,
2726,1,1,1,38,2,2,4,,3,7,2,1,2,1,0,9,0,0,1,0,,,,,,,,,,,,1,1,2,2,1,2,1,1,1,2,1,-1,2,1,1,2,2,2,2,2,1,1,1,3,2,3,2,2,4,3,3,2,2,1,1,1,1,1,1,3,,,,,,0,,
2662,1,1,1,43,1,2,5,,3,7,5,1,3,1,6,15,1,1,1,1,2,0,0,1,1,0,0,0,1,1,1,1,0,2,2,2,2,1,2,-2,2,2,1,2,2,2,2,2,2,2,2,-2,2,-2,4,2,3,2,2,4,3,2,2,3,3,3,3,2,1,1,1,1,2,,,,1,0,
2523,1,1,1,33,2,2,5,Post graduate,1,7,2,1,1,1,6,8,0,1,1,1,3,,,,,,,,,,,1,1,1,1,0,1,0,0,1,1,1,0,2,1,0,1,2,1,1,1,0,0,0,3,2,3,2,2,4,3,2,2,2,2,2,1,1,-1,-1,3,,,,,,0,,
1607,1,1,1,24,,1,4,,1,6,3,9,13,1,2,1,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,-1,1,0,1,2,1,0,0,1,1,0,-1,2,2,0,1,2,1,1,2,0,2,0,4,2,3,2,2,4,3,2,2,2,2,1,0,0,-1,-1,2,,,,,,0,,
3924,1,1,1,40,1,2,4,,3,7,7,4,4,2,6,20,1,1,1,1,2,0,1,0,1,1,1,0,1,1,1,0,0,-2,-2,-2,0,0,0,0,1,-2,0,-2,-2,0,-2,2,-2,2,2,-1,-1,0,4,2,3,2,2,4,3,2,1,2,2,1,0,-2,-2,-2,1,0,,,,1,0,,
4043,1,1,1,34,1,2,4,,1,2,2,1,3,2,6,4,0,0,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,-1,-2,-2,1,1,1,-1,1,1,-1,2,2,2,1,2,1,1,1,-1,1,1,4,2,3,2,2,4,2,4,3,3,3,2,2,1,1,1,1,1,1,1,14,1,1,0,
668,1,1,1,41,2,2,5,,2,7,1,4,7,3,6,21,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,0,1,1,2,2,1,1,2,1,2,2,0,0,-2,4,2,3,2,2,4,2,4,3,2,2,2,2,1,1,1,1,0,,,,1,1,0,
3965,1,1,1,33,1,2,4,,4,2,6,2,2,1,6,10,0,0,1,2,,,,,,,,,,,,-1,-1,1,0,0,1,2,2,0,1,-2,-2,2,0,-1,0,2,1,2,2,1,2,0,4,2,3,2,2,4,2,4,2,2,3,2,3,0,1,0,1,1,1,1,5,1,1,0,
889,1,1,1,39,2,2,5,,3,2,6,1,1,1,6,12,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,0,0,2,2,0,1,2,2,2,2,-1,1,0,4,2,3,2,2,4,2,4,2,2,2,2,2,1,2,1,1,0,,,,1,0,,
4081,1,1,1,45,2,2,4,,2,2,2,9,13,1,6,23,1,2,0,0,,,,,,,,,,,,2,2,1,1,1,2,1,1,-2,2,0,0,2,1,0,1,2,1,2,2,1,2,0,4,2,3,2,2,4,2,4,2,2,2,2,1,2,0,0,1,1,1,0,,1,1,0,
99,1,1,1,39,1,2,4,,3,2,2,9,13,1,6,11,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,2,2,2,1,2,2,1,1,0,2,2,-1,2,0,2,1,2,1,2,2,1,2,1,3,2,3,2,2,4,2,4,2,2,2,1,1,2,-1,0,2,,,,,,0,,
2121,1,1,1,45,,2,4,,2,2,2,9,13,1,6,20,1,0,1,1,2,0,0,0,0,0,1,1,0,0,0,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,0,3,2,3,2,2,4,2,4,2,2,2,1,1,2,-2,-2,1,1,1,0,,1,1,1,2
194,1,1,1,32,,1,4,,0,2,6,2,2,2,6,5,1,1,1,1,2,0,1,0,1,1,0,0,1,1,1,1,-1,0,-1,2,2,1,1,-1,2,1,-1,1,2,-2,1,2,2,2,1,0,1,0,3,2,3,2,2,4,2,4,2,2,2,1,1,0,-1,1,1,1,1,1,10,1,1,-1,
4557,1,1,1,45,2,2,5,,1,7,8,2,7,3,5,6,0,0,1,1,2,0,1,0,1,1,0,0,1,1,1,-1,-2,1,1,2,2,1,1,1,2,1,1,-1,1,-2,1,2,1,2,2,0,1,1,4,2,3,2,2,4,2,4,2,2,1,2,3,-1,2,1,1,1,1,1,14,1,1,0,
4559,1,1,1,45,2,2,5,,1,7,8,2,7,3,5,6,0,0,1,1,,,,,,,,,,,,-1,-2,1,1,2,2,1,1,1,2,1,1,-1,1,-2,1,2,1,2,2,0,1,1,4,2,3,2,2,4,2,4,2,2,1,2,3,-1,2,1,1,1,1,1,14,1,1,0,
3266,1,1,1,30,2,1,6,,0,7,5,1,4,1,6,4,0,2,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,0,-1,2,1,1,2,-2,2,-1,3,2,3,2,2,4,2,4,1,2,1,1,3,1,1,1,1,1,2,,,1,1,1,3
1229,1,1,1,33,1,2,4,,2,7,2,1,6,2,6,7,0,1,1,1,1,,,,,,,,,,,1,1,0,1,1,1,0,1,-1,2,1,1,2,1,1,2,2,2,1,2,1,-1,1,4,2,3,2,2,4,2,4,1,2,1,1,1,2,-1,1,2,,,,,,1,0,
2446,1,1,1,28,2,1,4,MBChB,0,9,2,1,3,1,4,3,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,2,1,2,1,1,1,1,2,1,2,2,-2,2,2,4,2,3,2,2,4,2,3,3,3,3,3,1,1,0,0,1,1,1,0,,1,0,,
699,1,1,1,44,,2,5,,1,2,6,1,1,1,6,16,0,0,1,1,2,0,0,1,1,0,0,0,1,1,1,-2,-2,-2,-2,-1,1,-1,2,0,2,-1,-1,-2,-1,-1,1,2,0,-2,-2,-1,-1,-1,4,2,3,2,2,4,2,3,3,3,3,3,1,-2,1,1,1,0,,,,1,0,,
4659,1,1,1,50,2,0,6,,2,2,2,1,11,5,6,20,0,0,1,0,,,,,,,,,,,,2,2,2,2,0,2,2,1,-2,1,1,1,1,2,1,0,2,1,1,0,0,1,1,4,2,3,2,2,4,2,3,3,3,3,2,2,1,1,1,3,,,,,,1,0,
4279,1,1,1,27,1,1,3,,0,6,7,7,7,1,5,1,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,1,2,2,1,1,-1,2,0,4,2,3,2,2,4,2,3,3,3,3,2,2,1,1,1,2,,,,,,1,0,
2380,1,1,1,34,,1,4,,0,2,7,4,4,1,6,10,1,1,1,1,2,1,1,1,1,1,0,0,1,0,1,2,2,2,1,0,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,-2,2,0,4,2,3,2,2,4,2,3,3,3,3,2,1,2,1,2,1,1,2,,,1,1,1,3
3577,1,1,1,28,1,2,4,,1,7,4,1,2,2,1,2,0,0,1,0,,,,,,,,,,,,2,1,2,2,2,2,2,2,-1,2,2,1,2,2,2,1,2,2,0,2,1,2,0,4,2,3,2,2,4,2,3,3,3,3,1,3,2,2,2,1,0,,,,2,0,,
3105,1,1,1,31,1,2,4,,0,7,3,1,2,1,6,6,1,2,1,1,1,,,,,,,,,,,-1,2,2,1,1,1,2,2,0,2,1,0,2,1,2,1,2,1,1,1,0,0,1,4,2,3,2,2,4,2,3,3,2,2,2,1,0,-1,0,1,1,2,,,1,1,1,3
3588,1,1,1,29,2,1,4,,0,6,5,2,1,1,6,3,0,1,1,1,3,,,,,,,,,,,-2,-2,2,2,2,2,1,1,0,2,2,2,-2,2,2,2,2,1,2,2,2,2,1,4,2,3,2,2,4,2,3,3,2,2,1,2,-2,0,2,2,,,,,,0,,
1130,1,1,1,40,2,2,5,,4,7,2,9,13,1,6,12,0,1,1,1,2,1,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,0,1,2,2,1,1,-1,2,-2,0,1,2,1,2,2,-1,2,2,3,2,3,2,2,4,2,3,2,3,2,2,1,1,0,0,1,1,1,1,5,1,1,0,
4635,1,1,1,47,2,2,5,Fellowship,3,2,2,1,2,1,6,17,1,0,1,1,2,2,0,1,1,0,0,0,1,1,1,1,1,2,2,1,2,1,2,1,2,2,-1,2,2,2,2,2,2,2,2,-1,1,1,3,2,3,2,2,4,2,3,2,2,3,1,2,1,1,1,1,1,2,,,1,1,0,
3165,1,1,1,39,1,2,5,,2,7,4,1,7,2,6,13,1,0,1,1,2,0,1,1,1,0,0,0,1,0,1,1,1,2,2,1,2,2,2,1,2,2,2,0,2,1,1,2,1,2,2,2,2,0,4,2,3,2,2,4,2,3,2,2,2,2,3,1,2,2,1,1,1,0,,3,1,0,
3768,1,1,1,40,2,2,3,,5,2,4,9,4,1,6,7,1,1,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2,2,4,2,3,2,2,2,2,2,2,2,2,3,,,,,,0,,
4573,1,1,1,32,1,2,4,,2,2,2,1,4,1,6,7,0,0,1,1,1,,,,,,,,,,,2,2,1,1,1,1,2,1,0,2,1,1,2,1,1,1,2,1,1,1,1,1,1,4,2,3,2,2,4,2,3,2,2,2,2,2,1,1,1,1,1,2,,,1,1,0,
37,1,1,1,32,1,1,4,,0,2,2,1,1,1,2,2,0,0,1,1,2,0,1,0,1,0,0,0,1,0,1,1,0,0,-1,-2,0,0,-1,0,2,0,1,2,1,0,1,2,1,2,2,0,0,-1,4,2,3,2,2,4,2,3,2,2,2,2,2,1,0,0,1,1,1,1,7,1,1,0,
600,1,1,1,41,2,2,4,,4,2,4,3,12,1,6,11,1,0,1,0,,,,,,,,,,,,0,0,2,0,0,2,0,0,1,2,1,-1,0,1,-2,0,2,0,2,2,1,2,-1,4,2,3,2,2,4,2,3,2,2,2,2,2,0,1,1,3,,,,,,0,,
388,1,1,1,28,1,1,4,,0,7,8,3,12,4,4,4,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,2,2,-1,2,2,1,-2,2,1,1,2,1,1,1,0,1,0,4,2,3,2,2,4,2,3,2,2,2,2,2,0,1,1,2,,,,,,0,,
3435,1,1,1,29,2,2,4,,0,2,6,2,7,1,6,3,0,0,1,1,1,,,,,,,,,,,1,-2,2,2,2,2,1,2,1,2,2,1,-1,2,1,1,2,1,2,2,0,1,1,4,2,3,2,2,4,2,3,2,2,2,2,2,0,1,1,1,0,,,,1,0,,
4075,1,1,1,29,1,2,6,,2,2,2,1,2,1,6,5,0,1,1,1,2,0,0,1,1,0,0,0,0,1,0,2,2,1,1,-2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,0,2,1,4,2,3,2,2,4,2,3,2,2,2,2,1,2,1,0,1,1,1,1,7,1,0,,
3232,1,1,1,32,1,2,4,,2,2,2,1,4,1,6,8,0,0,1,1,2,0,1,0,1,0,1,1,1,1,1,2,2,-1,-1,1,1,1,1,1,2,1,-1,2,-1,1,1,2,-1,2,2,1,2,1,3,2,3,2,2,4,2,3,2,2,2,2,1,1,1,1,1,1,1,0,,1,1,0,
1740,1,1,1,45,,2,5,,2,6,4,9,11,1,6,12,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,-2,1,2,0,2,2,0,0,2,2,2,2,1,1,1,3,2,3,2,2,4,2,3,2,2,2,2,1,1,0,1,2,,,,,,1,0,
4376,1,1,1,29,1,2,4,,1,7,4,1,7,1,6,4,0,0,1,0,,,,,,,,,,,,0,1,0,-1,-1,2,2,1,-2,2,0,-1,0,1,1,0,0,0,1,1,2,2,1,4,2,3,2,2,4,2,3,2,2,2,2,1,0,0,0,2,,,,,,0,,
