d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,b_manage,b_honest_manage,b_dir_interest,d_media_covid_v2,i_journals
Yes,Yes,Yes,Douala,23,Female,First University Degree,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,-2,2,1,-2,2,2,1,NA
Yes,Yes,Yes,Douala,23,Female,First University Degree,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,-2,2,-2,-2,2,2,1,NA
Yes,Yes,Yes,Douala,20,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,-1,2,-1,-2,-1,-1,1,NA
NA,Yes,Yes,Douala,32,Male,First University Degree,Lucrative private health Facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Douala,26,Female,First University Degree,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,-2,2,2,1,NA
NA,Yes,Yes,Douala,43,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),More than 5,Allied health professionals,Other,Almost every day of the month,Prefer not to say,11 to 15 years,Yes,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,20,Female,Other,Unlucrative private Health facility,Living alone,5,Non clinical,Other,Almost every day of the month,Fulltime,< 1 year,No,No,No,No,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,21,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),2,Allied health professionals,Other,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,33,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,3,Health Assistants,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,27,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),2,Medical Doctor,Medical Unit,Almost every day of the month,Part time,2 to 5  years,No,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,27,Male,Masters,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,2,1,2,2,1,1,1,NA
Yes,Yes,Yes,Yaounde,40,Female,First University Degree,Lucrative private health Facility,Separated/ Divorced/ Widowed,3,Physician Assistant,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,2,1,2,-1,1,1,1,NA
Yes,Yes,Yes,Yaounde,28,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Physician Assistant,Other,No more than three days during each week,Part time,2 to 5  years,Yes,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,2,1,2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,37,Female,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Living alone,3,Physician Assistant,Other,Almost every day of the month,Part time,2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,2,2,2,1,1,2,1,NA
Yes,Yes,Yes,Yaounde,28,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,No more than three days during each week,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,2,-1,-1,2,1,2,1,NA
Yes,Yes,Yes,Yaounde,35,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),5,Physician Assistant,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,2,-1,-2,2,1,1,1,NA
NA,Yes,Yes,Yaounde,32,Male,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Medical Doctor,Infectious Disease Ward,Almost every day of the month,Part time,6 to 10 years,No,No,No,No,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,2,1,2,-2,-2,-2,1,NA
NA,Yes,Yes,Yaounde,28,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),4,Physician Assistant,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,2,1,-1,-2,-2,-2,4,NA
NA,Yes,Yes,Yaounde,33,Male,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Living alone,3,Physician Assistant,Other,No more than three days during each week,Part time,2 to 5  years,No,No,No,No,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2,1,2,2,1,1,1,NA
Yes,Yes,Yes,Yaounde,31,Male,First University Degree,Lucrative private health Facility,Living alone,3,Health Assistants,Other,Almost every day of the month,Part time,2 to 5  years,No,No,No,Unsure,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2,1,2,2,1,2,1,NA
Yes,Yes,Yes,Yaounde,33,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Health Assistants,Medical Unit,Almost every day of the month,Fulltime,2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,2,1,2,2,1,1,1,NA
NA,Yes,Yes,Yaounde,31,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),1,Physician Assistant,Outpatient department,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,2,1,2,-2,-2,-2,1,NA
NA,Yes,Yes,Yaounde,27,Female,Masters,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Never,Fulltime,2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,2,1,2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,27,Female,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Living with another (Married - Partnership),3,Non clinical,Other,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,No,Unsure,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,2,1,2,-2,-2,-2,1,NA
Yes,Yes,Yes,Yaounde,26,Female,Masters,Lucrative private health Facility,Living alone,1,Non clinical,Other,Almost every day of the month,Fulltime,2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,2,1,2,2,-1,2,1,NA
Yes,Yes,Yes,Yaounde,30,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Non clinical,Other,Never,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,2,1,1,2,1,2,1,NA
NA,Yes,Yes,Yaounde,26,Female,First University Degree,Lucrative private health Facility,Prefer not to say,2,Non clinical,Other,Almost every day of the month,Fulltime,6 to 10 years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2,1,2,2,2,2,1,NA
NA,Yes,Yes,Yaounde,25,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,2,1,2,2,1,2,1,NA
NA,Yes,Yes,Yaounde,24,Male,High School Diploma,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2,1,2,2,1,2,1,NA
Yes,Yes,Yes,Yaounde,26,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),2,Non clinical,Other,Never,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,2,1,2,2,2,2,1,NA
NA,NA,Yes,Yaounde,27,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Part time,2 to 5  years,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,2,1,2,-2,-2,-2,1,NA
NA,Yes,Yes,Yaounde,35,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),2,Health Assistants,Other,No more than three days during each week,Part time,6 to 10 years,No,No,No,No,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2,1,2,2,1,2,1,NA
NA,Yes,Yes,Yaounde,25,Male,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),1,Health Assistants,Other,Almost every day of the month,Part time,6 to 10 years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2,1,2,2,2,2,1,NA
NA,Yes,Yes,Yaounde,23,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Non clinical,Other,Never,Part time,< 1 year,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,2,1,2,-2,-1,-2,1,NA
NA,Yes,Yes,Yaounde,24,Male,High School Diploma,Lucrative private health Facility,Living alone,1,Health Assistants,Other,No more than three days during each week,Part time,2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2,1,0,2,1,1,1,NA
NA,Yes,Yes,Yaounde,26,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),2,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,2,1,2,2,2,2,1,NA
NA,Yes,Yes,Yaounde,25,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),2,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2,1,2,2,2,2,1,NA
